method_id,checkpoint_id,training_updates,run_id,pair_id,environment_uuid,split_role,common_f1_50,common_tp50,common_fp50,common_fn50,common_raw_best_iou,common_raw_ar50,common_raw_ar25,full_f1_50,full_tp50,full_fp50,full_fn50,full_raw_best_iou,full_raw_ar50,full_raw_ar25,identity_recall,status
OBS_FULL,8b6995a0c4cca78cf8534d683fb8702c29061e11f1dba6f6a24b500de5338e29,200,20260908_v3_dev_scene0459_obs_full_u0200,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.05,4,105,47,0.14857309564311666,0.0392156862745098,0.23529411764705882,0.0,0,137,59,0.05930756095633018,0.0,0.05084745762711865,0.0,PASS
OBS_FULL,40a34d9f1e86257daba4ce8eded087afeb4d7b92bf261cd8dfac159ee6939487,500,20260908_v3_dev_scene0109_obs_full_u0500,scene0109_00-scene0109_01,20c993b7-698f-29c5-847d-c8cb8a685f5a,DEV,0.13333333333333333,2,18,8,0.1560210068365558,0.1,0.3,0.0,0,24,14,0.041940306296362924,0.0,0.0,0.0,PASS
OBS_FULL,40a34d9f1e86257daba4ce8eded087afeb4d7b92bf261cd8dfac159ee6939487,500,20260908_v3_dev_scene0359_obs_full_u0500,scene0359_00-scene0359_01,b1f23308-d255-2761-94da-981d962c6bf8,DEV,0.0,0,10,7,0.2207199081588294,0.0,0.5714285714285714,0.0,0,15,9,0.046189219939653824,0.0,0.0,0.0,PASS
OBS_FULL,40a34d9f1e86257daba4ce8eded087afeb4d7b92bf261cd8dfac159ee6939487,500,20260908_v3_dev_scene0459_obs_full_u0500,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.05263157894736842,4,97,47,0.14295819305247184,0.058823529411764705,0.23529411764705882,0.0,0,134,59,0.06068447144539434,0.0,0.05084745762711865,0.0,PASS
OBS_FULL,fcbcec2310fbc452afcc0e2c6d4dd5de0cdc8103041ee5ce4193399c29d6e36d,1000,20260908_v3_dev_scene0109_obs_full_u1000,scene0109_00-scene0109_01,20c993b7-698f-29c5-847d-c8cb8a685f5a,DEV,0.14285714285714285,2,16,8,0.19624853574139756,0.1,0.3,0.0,0,23,14,0.05926493462490256,0.0,0.0,0.0,PASS
OBS_FULL,fcbcec2310fbc452afcc0e2c6d4dd5de0cdc8103041ee5ce4193399c29d6e36d,1000,20260908_v3_dev_scene0359_obs_full_u1000,scene0359_00-scene0359_01,b1f23308-d255-2761-94da-981d962c6bf8,DEV,0.0,0,10,7,0.25121151387586793,0.14285714285714285,0.5714285714285714,0.0,0,15,9,0.049585190868016535,0.0,0.0,0.0,PASS
OBS_FULL,fcbcec2310fbc452afcc0e2c6d4dd5de0cdc8103041ee5ce4193399c29d6e36d,1000,20260908_v3_dev_scene0459_obs_full_u1000,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.08641975308641975,7,104,44,0.1403509760008836,0.058823529411764705,0.2549019607843137,0.0,0,134,59,0.05422709912394348,0.0,0.05084745762711865,0.0,PASS
OBS_FUSE,30c9d0b6c6d00fc0c254493578166fa97d1ee5364603d428383a56771a01c92a,200,20260908_v3_dev_scene0109_obs_fuse_u0200_retry1,scene0109_00-scene0109_01,20c993b7-698f-29c5-847d-c8cb8a685f5a,DEV,0.14285714285714285,2,16,8,0.190109047313818,0.1,0.4,0.0,0,22,14,0.0474748184244666,0.0,0.0,0.0,PASS
OBS_FUSE,30c9d0b6c6d00fc0c254493578166fa97d1ee5364603d428383a56771a01c92a,200,20260908_v3_dev_scene0359_obs_fuse_u0200,scene0359_00-scene0359_01,b1f23308-d255-2761-94da-981d962c6bf8,DEV,0.0,0,10,7,0.2543741187079851,0.14285714285714285,0.5714285714285714,0.0,0,15,9,0.04961045767862307,0.0,0.0,0.0,PASS
OBS_FUSE,30c9d0b6c6d00fc0c254493578166fa97d1ee5364603d428383a56771a01c92a,200,20260908_v3_dev_scene0459_obs_fuse_u0200,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.050314465408805034,4,104,47,0.1684417249889114,0.0392156862745098,0.3137254901960784,0.0,0,141,59,0.06664957968234284,0.0,0.05084745762711865,0.0,PASS
OBS_FUSE,81410e0103a65472dbcde64a7447e16007c409e0fc1433f2f2e78c45d24b91b7,500,20260908_v3_dev_scene0109_obs_fuse_u0500,scene0109_00-scene0109_01,20c993b7-698f-29c5-847d-c8cb8a685f5a,DEV,0.06896551724137931,1,18,9,0.1740174318651454,0.1,0.3,0.0,0,22,14,0.04767937792808361,0.0,0.0,0.0,PASS
OBS_FUSE,81410e0103a65472dbcde64a7447e16007c409e0fc1433f2f2e78c45d24b91b7,500,20260908_v3_dev_scene0359_obs_fuse_u0500,scene0359_00-scene0359_01,b1f23308-d255-2761-94da-981d962c6bf8,DEV,0.0,0,10,7,0.24468486264102074,0.0,0.5714285714285714,0.0,0,15,9,0.05193005699586566,0.0,0.0,0.0,PASS
OBS_FUSE,81410e0103a65472dbcde64a7447e16007c409e0fc1433f2f2e78c45d24b91b7,500,20260908_v3_dev_scene0459_obs_fuse_u0500,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.050314465408805034,4,104,47,0.148139366227687,0.0392156862745098,0.27450980392156865,0.0,0,134,59,0.05829291615216438,0.0,0.05084745762711865,0.0,PASS
OBS_FUSE,eaebaf2a46fc335764f287386745a36813742a1749a710039e407d8a2fb1a587,1000,20260908_v3_dev_scene0109_obs_fuse_u1000,scene0109_00-scene0109_01,20c993b7-698f-29c5-847d-c8cb8a685f5a,DEV,0.14285714285714285,2,16,8,0.20123068630612906,0.1,0.4,0.0,0,23,14,0.05751370925937565,0.0,0.0,0.0,PASS
OBS_FUSE,eaebaf2a46fc335764f287386745a36813742a1749a710039e407d8a2fb1a587,1000,20260908_v3_dev_scene0359_obs_fuse_u1000,scene0359_00-scene0359_01,b1f23308-d255-2761-94da-981d962c6bf8,DEV,0.0,0,10,7,0.25313725476117804,0.14285714285714285,0.5714285714285714,0.0,0,15,9,0.04982427041401185,0.0,0.0,0.0,PASS
OBS_FUSE,eaebaf2a46fc335764f287386745a36813742a1749a710039e407d8a2fb1a587,1000,20260908_v3_dev_scene0459_obs_fuse_u1000,scene0459_00-scene0459_01,e61b0e04-bada-2f31-82d6-72831a602ba7,DEV,0.050955414012738856,4,102,47,0.1403530728843445,0.0392156862745098,0.27450980392156865,0.0,0,137,59,0.053661655525813826,0.0,0.05084745762711865,0.0,PASS
