optimizer_update,total,loss_ce,loss_mask,loss_dice,loss_region,loss_consistency,mean_micro_loss,gradient_norm_before_clip,optimizer_group_0_gradient_norm,all_gradients_finite
67,24.15785789489746,0.006375906988978386,0.0371689535677433,0.6327049136161804,-0.0,-0.0,24.136917114257812,13.23530101776123,0.9999999581298189,True
68,24.107158660888672,0.005438742693513632,0.03790328651666641,0.631837785243988,-0.0,-0.0,24.095458984375,10.330958366394043,0.9999998822004204,True
69,24.192726135253906,0.005794810131192207,0.03803938254714012,0.6262467503547668,-0.0,-0.0,24.088319778442383,13.379409790039062,0.9999998627504189,True
70,24.149927139282227,0.00617621885612607,0.038263048976659775,0.6307932734489441,-0.0,-0.0,24.07435894012451,53.11888885498047,1.0000000535517573,True
71,24.059743881225586,0.00585300475358963,0.037259940057992935,0.6317078471183777,-0.0,-0.0,24.030550956726074,9.91060733795166,0.9999999064715964,True
72,23.882787704467773,0.0054207672365009785,0.036470260471105576,0.626078724861145,-0.0,-0.0,23.907794952392578,11.530341148376465,0.999999933898605,True
73,23.910493850708008,0.004892811644822359,0.0367916002869606,0.6231173872947693,-0.0,-0.0,23.991802215576172,10.894866943359375,0.9999999059413041,True
74,23.895418167114258,0.005166145041584969,0.03616231307387352,0.6309395432472229,-0.0,-0.0,23.892005920410156,12.88088321685791,0.9999999787912655,True
75,23.909759521484375,0.004118029028177261,0.03521466627717018,0.6266879439353943,-0.0,-0.0,23.84620952606201,9.438667297363281,0.9999999448472734,True
76,23.984745025634766,0.00613228976726532,0.035920072346925735,0.6244188547134399,-0.0,-0.0,23.90515422821045,18.71413230895996,0.9999999007156881,True
77,23.775131225585938,0.004798581823706627,0.03541094437241554,0.6242321133613586,-0.0,-0.0,23.773056983947754,10.502388954162598,0.9999999358956281,True
78,23.809829711914062,0.004273450002074242,0.03641921281814575,0.6252606511116028,-0.0,-0.0,23.841665267944336,9.499801635742188,0.9999998609809967,True
79,24.1735782623291,0.004327143542468548,0.03460625931620598,0.6273671984672546,-0.0,-0.0,23.98756217956543,32.91865921020508,0.9999999977235916,True
80,23.739917755126953,0.004399199970066547,0.03406693786382675,0.623252272605896,-0.0,-0.0,23.697199821472168,12.959247589111328,0.9999999880908489,True
81,23.728878021240234,0.0037929473910480738,0.03326791897416115,0.6205595135688782,-0.0,-0.0,23.79254722595215,34.3455810546875,1.0000000683688175,True
82,23.672521591186523,0.0036408782470971346,0.03348207846283913,0.6210155487060547,-0.0,-0.0,23.67292881011963,10.142110824584961,0.999999859650292,True
83,23.654552459716797,0.0038873825687915087,0.0341123528778553,0.6170601844787598,-0.0,-0.0,23.64293384552002,10.427861213684082,0.9999999356368768,True
84,23.6656436920166,0.004098120145499706,0.03357617184519768,0.6232841610908508,-0.0,-0.0,23.639240264892578,44.59223175048828,1.0000000593111533,True
85,23.534095764160156,0.0037812937516719103,0.03484368324279785,0.6140256524085999,-0.0,-0.0,23.557682991027832,10.326278686523438,0.9999999116283181,True
86,23.67120361328125,0.0034606135450303555,0.03372874855995178,0.6158051490783691,-0.0,-0.0,23.581128120422363,25.76603126525879,0.9999998795913071,True
87,23.51764488220215,0.003396601416170597,0.03302086517214775,0.6139063239097595,-0.0,-0.0,23.490673065185547,10.120020866394043,0.9999999211394166,True
88,23.63789939880371,0.003964059520512819,0.033058833330869675,0.6141473650932312,-0.0,-0.0,23.566482543945312,9.32222843170166,0.999999891451972,True
89,23.50486946105957,0.004077031742781401,0.033279892057180405,0.6164984703063965,-0.0,-0.0,23.46921157836914,13.769835472106934,0.9999998230709778,True
90,23.5771541595459,0.003647284349426627,0.032447319477796555,0.618812084197998,-0.0,-0.0,23.505974769592285,143.96817016601562,1.000000015068906,True
91,23.519365310668945,0.0037638198118656874,0.033069536089897156,0.6112410426139832,-0.0,-0.0,23.51595687866211,37.8912353515625,0.9999999608806994,True
92,23.41375732421875,0.006424764636904001,0.03259238600730896,0.6105968356132507,-0.0,-0.0,23.4058780670166,12.40038013458252,0.9999999640758113,True
